20120205_NYG@NE,4,3,46,NYG,NE,1,10,88,(3:46) (Shotgun) E.Manning pass deep left to M.Manningham pushed ob at 50 for 38 yards (P.Chung). New England challenged the pass completion ruling and the play was Upheld. (Timeout #1.),15,17,2011
20120205_NYG@NE,4,3,39,NYG,NE,1,10,50,(3:39) (Shotgun) E.Manning pass incomplete deep right to M.Manningham.,15,17,2011
20120205_NYG@NE,4,3,34,NYG,NE,2,10,50,(3:34) (Shotgun) E.Manning pass short right to M.Manningham to NE 34 for 16 yards (S.Moore).,15,17,2011
20120205_NYG@NE,4,2,52,NYG,NE,1,10,34,(2:52) (Shotgun) E.Manning pass short left to M.Manningham to NE 32 for 2 yards (D.McCourty).,15,17,2011
20120205_NYG@NE,4,2,9,NYG,NE,2,8,32,(2:09) (Shotgun) E.Manning pass short left to H.Nicks to NE 18 for 14 yards (A.Molden).,15,17,2011
20120205_NYG@NE,4,2,0,NYG,NE,1,10,18,(2:00) A.Bradshaw up the middle to NE 11 for 7 yards (J.Ihedigbo; M.Anderson).,15,17,2011
20120205_NYG@NE,4,1,15,NYG,NE,2,3,11,(1:15) (Shotgun) E.Manning pass short left to H.Nicks pushed ob at NE 7 for 4 yards (D.McCourty).,15,17,2011
20120205_NYG@NE,4,1,9,NYG,NE,1,7,7,(1:09) T.Ugoh reported in as eligible.  A.Bradshaw up the middle to NE 6 for 1 yard (J.Mayo).,15,17,2011
20120205_NYG@NE,4,1,4,NYG,NE,2,6,6,(1:04) (Run formation) T.Ugoh reported in as eligible.  A.Bradshaw up the middle for 6 yards TOUCHDOWN.,15,17,2011
20120205_NYG@NE,4,1,4,NYG,NE,,,6,TWO-POINT CONVERSION ATTEMPT. D.Ware rushes right guard. ATTEMPT FAILS.,15,17,2011
20120205_NYG@NE,4,1,4,NYG,NE,,,6,L.Tynes kicks 70 yards from NYG 35 to NE -5. J.Edelman Touchback.,21,17,2011
20120205_NYG@NE,4,0,57,NE,NYG,1,10,80,(:57) (Shotgun) T.Brady pass incomplete deep middle to D.Branch (K.Phillips).,17,21,2011
20120205_NYG@NE,4,0,52,NE,NYG,2,10,80,(:52) (Shotgun) T.Brady pass incomplete short right to A.Hernandez [O.Umenyiora].,17,21,2011
20120205_NYG@NE,4,0,48,NE,NYG,3,10,80,(:48) (Shotgun) T.Brady sacked at NE 14 for -6 yards (J.Tuck).,17,21,2011
20120205_NYG@NE,4,0,39,NE,NYG,4,16,86,(:39) (Shotgun) T.Brady pass deep left to D.Branch pushed ob at NE 33 for 19 yards (C.Webster).,17,21,2011
20120205_NYG@NE,4,0,32,NE,NYG,1,10,67,(:32) (Shotgun) T.Brady pass short left to A.Hernandez to NE 44 for 11 yards (A.Rolle).,17,21,2011
20120205_NYG@NE,4,0,19,NE,NYG,1,10,56,(:19) T.Brady spiked the ball to stop the clock.,17,21,2011
20120205_NYG@NE,4,0,17,NE,NYG,2,10,56,(:17) (Shotgun) T.Brady pass incomplete deep right to A.Hernandez. PENALTY on NYG-J.Tuck Defensive 12 On-field 5 yards enforced at NE 44 - No Play.,17,21,2011
20120205_NYG@NE,4,0,9,NE,NYG,2,5,51,(:09) (Shotgun) T.Brady pass incomplete short left to D.Branch.,17,21,2011
20120205_NYG@NE,4,0,5,NE,NYG,3,5,51,(:05) (Shotgun) T.Brady pass incomplete deep middle to A.Hernandez (K.Phillips).,17,21,2011
